text,label
chamer98810141 ayazsherani qari 1 bbhuttozardari lekin wo tu keh rhy hain koi or tha matleb jhoot tha ya such abi clear ni ho saka,2
nitishkumar sab farzi h 5 saal me bpsc ka result nikaala h vacancy ke naam pe sbse piche h koi standard ni h t co 4bj4exveyn,1
ashokgehlot51 good job vea kam kariye ki har b j p sasit rajiyo ko rajasthan ki sarkar ki tatah kam karne ko majur hona pade jay mataji,0
fistazmixwell aaag man fiddy oa gopola o kila oa re jesa good times ko fire ice some nye circa 2013,0
rt abdulsh07904181 imran khan aap ki team bhoran mai week per ga e he aap mahene mai aik bar roll of parlemantrian kese clana he steak ko,2
merder4eternity justsayzz yes for shivin and for the fact ke iss chaos mein bhi inka pyar nahi badla aur na kabhi badlega,0
bhootsantosh paree7861 4 is best km kharcha full charcha,0
akkischamp mass tweets waiters saalo thumari aukaath bas tips lene ki hai malik banne ki nahi din me sapne dekhna band karo,1
rt vikramaditya01 brijesh jaat komal44337466 kanhaiyakumar kaha chupa hai deshdrohi harami muh dikhne layak nahi raha kya ab bada ucha,1
vontade de ouvir uns modao com o moscal e chorar na sala,1
rt thenameisyash thank you sir it means a lot to me saw natasarvabhowma teaser step chindi looking forward to it t c,0
rt muslimtv my lord leave me not childless and thou art the best of inheritors ramdan t co nlyz43ejty,0
hamada najar 1 hi mohammed good to meet you i'm from the midlands in uk our country is a bit chaotic at the t co j6khhdiiak,0
kavita sharma4 pure hindustan ka no1 chutiya aur no 1 ki nashidi koun 5 sal ke tere hi gharke bachhon ko bhi pucho t co mjgak0xq77,1
rt a roach06 these bitches be 18 boyfriend 70 talking about bae be spoiling me duh bitch he think u his grandchild,1
akak musical songs thank you so much anmol nice story very nice song enjoying so much musical t co e4vxkidmuh,0
roseliavirus there's almost nothing about this i don't love tokoha and shion perfectly in sync tokoha with a t co jeacuzoo8u,0
news18dotcom cnnnews18 rssurjewala toi mumbaimirror 1 mahina nahi hua aur phir shuru ho gaye kya ye apna muh band nahi rakh sakte,2
it s a byproduct of one of the worst aspects that protestant theology has given us sola fida you literally can th t co 4s10jt5k03,1
krishna honest pradmano you didn't see the other side of mirror kaala madrasi sambur butthurt bc mc idli dosa gaandu,1
alhumduillah heartily congratulations to sadar e majlis aali janaab barrister asadowaisi sahab for winning hydera t co 9ubggas01w,0
rt sofia94 noor zaib says pak ka to koi mukabla nahi kisi bi jaga se lekin norway bohat khubsurt country he me to sare raste subh,0
at para masuportahan natin yung ibang filipino vloggers sabi nga namin is support filipino vloggers so ayun tulog muna,2
abe jhutte aur chutiye insan ye tere baap narendramodi ki jeet ki khusi me dance nhi kr rahi suhar tarekfatah ye t co 7qj6dej7l7,1
swear i think my heart is legit broken every since my g lady died shit don t even hurt me the same,1
rt sheelan sumit singh99narendra ashokgehlot51 sachinpilot govinddotasra ashokgehlot51 sachinpilot rajcmo ye sarkar berojgaro ke,1
guys must check out czarcri app it's very good platform of few league feature very cool you win prizes fantastic t co ljeiqrmoq2,2
good morning mujhe khushi hai zomato partner bankar delivery dene ke baad aum public key khushi dekhne ko milti hai t co f0euqkoqwu,0
hdfcbank cares good morning good night hi karte raho logon ki complain par bhi dhyan de do thoda good to tabhi h t co amtlama7bn,1
narendramodi to bjp sir aap vipax ki aur jativad ki parva na kare aapko vote diya gaya he ki nrc dhara 370 35 t co g3ukkdyfmk,2
atheist krishna narendramodi kejri ka invitation photo shop karlo khud k naam pe kejru toh thappad khaana hai vo vaha laga rahega,1
smirti ji ko phir ek bar phir mantri bnana par sabhi dasvasiyo ki taraf sa dil sa abhinandan asa karta hu ki jaisa t co 0qs1dxnjs5,0
shefvaidya few days back you asked who is the biggest panauti see the pic and you reply now no one in this t co wxzl9mgyde,1
shabazgil jhut or bad zubani ki bat agr pti wale kre to smj hi nahi ati q k ap hi log hen jo ye sab gand le kr ay he pak me,1
punkistan pakistan ka worldcup jitega ya nahi worldcup2019,0
sariyal kurii moizahmed565 hamare exams tou khatam ho gay shukar hai,2
dgmanas1 who the bloody fuck are you just get the fuck lost bitch india tere baap ki jaagir hai kya be chutiye,1
edwardian842 lanat hy aesy logon py jo imrankhanpti ka vision kharab kr rahh hain aesy logon ko jooty mar k pa t co qnevi323kz,1
asadghani3900 im very besabri insan and bossy my siblings and my parents people think that i lie when i say t co val20zeizg,0
tahirmughalpml1 maryamnsharif ye paisa imran niazi k baap ka jo ura rha hai jo pakistan barbaad krn cha rha allah t co hdtdcfgqhi,1
puneirejang notice i banyak kali so im happy now hehehe t co lhrvb5h4jy,0
bahut bahut subhkamnaye t co 2ttj0vkirj,0
kallerz37 shaaryofficial moin jaisa bakwas banda koi nahi newzealand kai clubs main jakar satta khelnai wala ban t co krkslbydfu,1
acharyapramodk jeise tum bhi nhi hue haar kya hoti h vo dikh rha h 5 saal h tumare pass kya pta kutte ki puch t co 8nrbmdi0v0,1
shyxmm hahaha kitkat i forgot abt that thank you shyam,0
dillidurast ye chutiye bina examine aur fact check kiye article likhne waale pendu jaake khan market me gaa d mara,1
geonews urdu asal khatra system ko hay ab ye opposition pr depend krta hay k wo system ko chalne dena chahti hay ya nahi,0
rt insan simrat volunteers dera sacha souda provide free tutions to the poor children by following teaching of guru gurmeetramrahim ji,2
different f mjibrannasir china bhi kafir hai agar waha bolne ki himmat nahi to india se bhi naa bole kaayde me t co hmy5tymqun,1
sed potatoo pakistan aj ka match q nahi jeeta,2
umarchheena57 shabnamgulwazir awaam ki majbori nahi hukmarano ki hawas hai or ab hum ye sab bardasht nahi karen t co grkttij3l4,1
narendramodi modi jee me deepak rajput aap ko dill se parnam kar ta hu aap se nivedan h ki aap ram mandil ko t co h832i7i1lm,0
akhileshpsingh bjp4india rssorg kitna bhi tum kongresi chupane ki kosish karo par tumse chupta hi nahi h dear s t co 9i0ksvl0i5,1
myogiadityanath manney yoge je apne sbhe ayogo ke president ko bulakr emandare se kam krne direction diya ye apne t co enrkxqjtwb,2
mannan bawa haha galti to demebele ki thi maar deta vo last minute goal to shayad liverpool hota bhi nahi,2
rt realistic ali ek lrki ko jitna b special feel kra lo warti wo usi k andr ha jisky upr uska dil aaya hua hota ha chahy wo chwal tareen,1
mansoor ali mansoor ali agar tu sacha pakistani he to ye tweets karo pakistan ke wajood ko khatra he un se go log t co dutchq9ow8,2
ashutosh83b electricity aani bhi nahi chaiye tere jaise kalmuhe ke ghar pe nahi to fir se gandh failane lag ja t co lorl8iiyuc,1
aranganathan72 teasri my respect for you increased with this tweet anand shat shat naman aapko,0
rt susantakumarna8 just 1 day to go cricketworldcup dil to dhadak ta hai ji kon jitega wc19 vote kare apko kya lagta can govt gi,0
allah also tells us to look for someone who has a good mannerssomeone with imaanand someone who s good looking an t co awjnwvyoko,0
modi ji ko dubara pm bane ke mubark ho i hop mode ji is bar vi indiya ko ward mai no 1par layge,0
jaise sone ke tukre tukre karne par bhi uski kimat kamte nahi usi tarah achchhe logo ki pratistha kam nahi hote bhu t co a7hasqd6ec,0
sambit patrag ye randi ki awlad nich rakxs islamic insa allah walo mullo ko dekho yaha congressi aur cpim left h t co ycinzcey8v,1
uski kahaani jitni hai chatpati utna alag hai uska andaaz kya hoga jab uski pehchaan banegi uski awaaz t co scjyenu3jx,2
kapilmishra ind theskindoctor13 paranoid schizophrenia ko kejariwal hua hain,1
indianelections2019 bjp kunalkamra88 tu to haar gaya rahulgandhi italy ki ticket karwalo jaldi tatkal ki,1
rt anafmreis13 hahahaha it s funny cause it s true t co sovhyrsyuv,2
it's time to party for bhartiya janta electionresults2019 vijayibharat narendramodi t co el5btpvtqt,2
2019 ke narendramodi sarker mei sabhi sambhavit mantriyo ko desh ki samnya janta ki taraf hardik badhai khas tour t co u52yme76pl,0
syedees naa yaar bachio ka colour h ye to sirf builders pr suit kery ga yeh,1
sanjaynirupam shayarimran aap log me dam nahi bjp ke kilaf bolne ko darna me baith jao belat peper se chun t co tappka9vaq,1
mesilviya flyyeti thesanjiv devilruck it'll be a gift for you guys la jityo bhane haha,2
atheist krishna abhi unemployment ki report aai ab dalle muh bad kyu h accha tu to employed h bjp dalla yojna ke tehet,1
aajtak dollars ki tarah naam chlta hai bohut log bkvas krte hai dhyaan nhi dete aajtak bst all over the world,1
drmuradpti bundel of thanks sir allah pak apko salam rakhein ameen,0
voiceofmybharat thequint pura election radd kiya jaye agr ek vote bhi difference ho to kyu ki ye to electronic ma t co l037rpvljo,2
hate this kutta khansi coughing my lungs out and getting embarrassed,2
nani wasnt talking to me and even after i sang dil ki lagi which she hummed w me a lil bit she wont talk pata nai t co dqnnzar8q7,2
pakistankimaka dcijohnluth3r lawrencesellin bjp ne aise jahiloon ki fasal tayar kr k market me baiji hay jin ko t co 6jmkycnguv,1
munneb11 family background ka keh ni sqtai cause kaee ldkiyan fake naam sai ids banati h n pics upload krti bina ghr walu ki ijazat k,2
akkianp realpreityzinta my favorite movie is sangharsh and kya kehna is my all time best best favourite movie my dear friend,0
theskindoctor13 3rd quality ka the print expert toh likhna aata nahi bade aaye saale article likhne wale bina spel t co cpbhgkkytm,1
ndtv no one jobless only congresi and rahul gandhi is job less all are doing there job koi bhukha nahi sota a t co x2esgb5vjk,2
rt syfiofficial as salaamu alaikum wrwb we pray you are all in the best of health imaan and having a blessed month this month syfi,0
rt robertmuhammad ramadan mubarak prayer is better than sleep wearefarrahkan ramadanprayerline t co djldvwkdy4,0
jain acharya ke ashirwad aur from the bottom of the heart we congratulate that u won one more time and we have a ho t co gkqnbm5cry,0
ab kahan gae wo dallay dalliyan jo shor kr rahy thy 1 june ko pubg ban horaha hy kisi ka acha bhi nhi kara sakta ban pubg pubglover,1
rt laiahnna i love meg i love city girls i love cardi i love nicki i love rico nasty i love kash doll i love all the women doing sh,0
anmola77 error69 hardikpandya7 q appka dimage kharab he kiya,1
dimplek55849317 ravigup84157681 happy birthday ji or cake kilane ki kripa kijiye,0
rt who is pc this photo proves that india abhi bhi pakistan se aage hai or ekdm alag hai world cup to ghar hi ayega bleedblue world,1
runjhunmehrotra isolatedmonk kunalkamra88 se hath milana mat aur galti se chhu bhi diya to dettol se dho lena,1
pmoindia narendramodi pmmodiofficial congratulations for your wonderful victory pmji ham hi sweet news ka t co ywqaax8dgx,0
rt libraterms you can test a libra but we already know you are doing it annoying but game on,2
peeerqadri lanat tm pay peer qadri kuttay haramzaday or lanat es khanzeer k buchay langray khadim pay tawaifoun ki nasal harami,1
mlkhattar respected sir many congratulations for huge victory aor aap se puri umid hye aap state aor modi ji t co 9bjkff0dm7,0
rt salehak88634507 logo pe jhootay case kr k unhe jail pohachwana masoom log ko blackmail krna pehle rishwat ki offer krnaor phr koi,1
indiatoday pappu ab kisi layak nahi raha nalayak kongress ko saf karke hi raha khud har gaya to kya khak kisi ka s t co cedgoiuibx,1
sagarikaghose tum exception ho tjm bula lo us rssurjewala ko jinhe janta ne laat maar ke lagbhag hata hi diya hai desh se,1
rt flawlessbts it s your birthday girl in her dress in the first picture i felt awkward so i covered up my face t co nca2bo,2
mayukhrghosh 130 cr sweet indian's sastanga namaskar to the supremely great sri aurabindo ji,0
nikks04 pankhuripathak abe randwai ram ka naam bhi kharab kar diya hai maderchod randwai sudhar ja ya phir gujjar ja,1
aap aise kaise jaa sakte hain abhi tou apko kuch pata hi nahi achaa tou ab bata do aap jab bhi muskurate hain t co xjv54pnhbs,2
rt mhraza005 mhr on 27 ramdan allah almighty blessed us with pakistan so on this blessed night pray for the prosperity of our country,0
all secularists should sit outside mandir with bheek ka katora allah ke naam pe de de baba what did you learn a t co a66droepgp,1
pancholi rakhi danka b dehnavielli i ll start working on a design you cool with barbed wire,2
sonamohapatra aap ke paas koi kaam nahi sab pe nazar rakhte ho kya kaam dhundo or kam kro ye faltu ki p t co gmh9r0lvxh,1
things are looking up we finally have beer woo hoo happy weekend everyone smallbearsneedbeer t co uhvx9gg9h0,0
zabbasofficial shame on batting and shame on body language ye mulk ka name khrab kr rahy inki accountability kn kry ga,1
shashitharoor rashtrapatibhvn true spirit of democracy haar jeet hoti rahti hai but good people come out flou t co gviotq7ip2,0
plis follow burhansayss interactive bomb tweets good humour follow back bhot acha banda hai must follow burhansayss,0
rodin meanboi sakshi 995 behen sarcasm nam ki cheej hoti hai ugh dumbhead pic ka shot accha nahi laga lmfao t co w8ddr5ibzf,1
leo girl001 koe khaas nahe meri aik choti cousin ka naam bhe yahe hai tb se yeh naam pasand hai mujhe,2
sawan0808 siddh artha sabkaakatega bhag bsdk m to abhi bhi gali dunga teri maaki chut or teri bhen ka bho da t co gvr8sarq0e,1
which is the best cameo appearance that you like of srbachchan sir for me khatta mitha koi apna dekha hai t co zhqfilx8r0,2
ye saale chutiye fir se ran ikhana khol liye idhr kal itna chutiyapa hne ke bad bhi akal nhi ayi quote krke rep t co 0uqurgqbji,1
gynec phir khud ko fakir aur chai wala bol ker natak kyo kerna aur agar congress ne kuch nahi kiya tho bjp ne t co mqzrmsgt6r,1
vipintr22551989 are mc 5 saal se related bhi nahi khud modi is tarah ke aatankwadi ko follow karta hai,1
yaadgari episode aaj ka ro pae sabhi hum genie gulbdn aamy omaar bulbul chacha 1 no hit episode mubark neerj vy t co ybgqan06jj,0
an eees bro mein vote denye s pehly kpk k random logo s pocha they all were satisfied with pti's performance that ' tco a7rawsbj9j,2
worldnotobaccoday undervthe pious guidance of saint dr gurmeetramrahim singh ji insan guruji derasachasauda vol t co qm01o9taz2,2
rt madhukishwar you mean you gora saheb ready to fight for us bhoori kaali janta t co uk7tt2tvmf,2
rakulpreet dedepyaarde ajaydevgn akivali tseries luvfilms itsbhushankumar luv ranjan gargankur good collec t co xjuwngswub,0
xadeejournalist was this a matter of joke was this smthing lighter have some shame mubashir sahab apni omar t co zpbqhegvfh,1
rubikaliyaquat ye faltu ki behas band kre and dharmik bhawanye badkana band kre congress started hindu muslims fi t co finlcncnbk,1
chitra ji aapse milna h kaha mile t co z0c4na8uz8,2
fayyaz zafar noshi riyaz maryamnsharif ye inky baap ki okat h jo aaj nelson gawal mandela bna hoa h,1
ptshrikant kamlesh3600 cmofficeup honorable sir hum logo ko rojgar deya jay again thanks to all mission mana t co vousmnkksg,0
choramarwadi asmaparveen77 bna lo bs hindus ko mat katna,1
rt laxmanc96022 motvationalpari kuch bhi ho kabhi galt ka sath mat do mera yh manna h,0
xavierdleau maybe one day keya shannon shanieka you'll be fortunate enough to have a partner that loves you t co cvlox2axcf,0
dear future husband i'm praying for you don't worry meri jan agr apke ghr waly apki us sy shadi nhi krwa rhy jis t co hgwqhlf03f,2
went for a 30 1 mile road ride t co ojoi8nebqm strava,2
naijonam mujhe to koi problem nahi hai kisi language se par jab hindi wale apna supremacy dikhane lagte hein to g t co axbfpsmnuv,2
nikita12s mere taraf se aapki mom ko unki janam diwas ki dher sari subhkamnaye t co fm9bigx583,2
bajwas24 karachi nahi india he inke skootar hi dekhlo,2
acharyapramodk waah waah mp me ek hindu baraat pe mosque me se patthar feke gaye ye bhi nahi dekhe ye bechare t co wir0rfqysn,2
rt kapilartha adi27588 are wagle la aikla aahes ka hindi boltana sheee bhayankar pan mala hi vatta hindi nahi ladavavi organically,1
panday chetan palavathecity yes you r right we are planning,2
sirjadeja bdhiya song hai t co ajk69iqrke,0
rt addi salman ali abbas exposed double faced and opportunist katrina kaif on face watch it from 515 well done aliabbaszafa,2
woooooo bruhhhhh you so good t co kqhog1tce7,0
aloktiwari9335 er mishra bhai follow back karke apne bhai ko support kijiye jai shiya ram,2
adiljamalarain twitter jack iveenakhan who oxford ja ke haram ke bap ki haram ki kmai laga ke bhi degree na le t co i5pjmpk4ju,1
modi ji is prakash javdekar better than suresh prabhu imeerage lagta hai account rakhana padega modi t co tlmfcqxxvp,2
hi m ansh u payal rohatgi inko apne haal p chhor dena chaiye inke pichwade me khud ba khud 23 may ko chhata t co eekd5w2t5z,1
sanjeev baliyan sir best of luck deen dukhiyo ki madad karna ye janta sirf vote k liye nahi balki hakeekat me jana t co j1zvf8do8x,0
vikasbha ye tasveer jitni baar dekhta hu to sochta hu modi ji sahi karte hai jo tumlogo ka chutiya baar baar kaat t co ii8fzrp0dg,1
rssurjewala humko manzoor hai will get modi ji back in 2024 too,2
good morning my sweet sweet papa gurmeetramrahim ji plz bless me more sewa sumiran parmarth ka bal t co ewevml5zaw,0
tarekfatah atulyabharat100 narendramodi great line by trik fatah ji aap sachche insan h,0
happy happy happy birthday to my savannah 13 years old i m so proud of you and so thankful that god chose me to t co 0pi8odwwir,0
pmoindia modi pehli sarkar ke kam baki rah gye honge use pura kijiye ga kyuki hamare gaw me bhi aek dam ka kam t co xcpnw6tgw9,2
rakulpreet dedepyaarde finally i watched dede pyar de movie rakul preeth singh looking george's your acting is super,0
surnell sootradhar musman109 amitshah narendramodi uss chutiye ka account abi dikh nahi rh marr gaya h woh on social media,1
missaccounts7 yra smjh hi nahi ara ek to cousin b sare fazol koi bahr nh niklta faida hi nahi hota ghar ane ka mujhe,2
being bhaii fan akshaykumar ye nasha nahi karna hai re baba e tu aa re ye list ko bhulja aur herapheri pe d t co wvst2yif70,2
rt sirisharao17 so 94 believe every child in india deserves quality education hope these 94 people wil support arvindkejriwal as he,0
mvmeet mahaveervj mamta didi to bjp ko gunda wali party bolti h pr didi ko tmc wale gunde kbhi nhi dikte tm t co bubwzbkcgh,1
mesmericpathan malalibashir a siab no afghanis are not pushtuns they are only namak haram,1
peaceforchange sir merey lye bahut khoshi ka maqam hoga agr ap ne mujy reply kya love you sir t co 3u8gb93jl9,0
modi ji i m renter in new delhi i'll pay 11000rs for per month 1500 society maintenance mere landlord k pass bhut tco zdtfbpyzrj,2
aisa react karien aur khud block karke chale jayien mai apna samay kharab nahi karunga t co 8vpwvh2k9p,1
aajtak arvindkejriwal pankajjainclick aaj se 4 5 saal pehle ek aadmi free pani dega bolke chunav jeet gaya 4 t co 1mje0dwjt0,2
sunil20026133 vikashk98936087 sardanarohit tum bhi kr lo rahul gandi or uske chor jija vadra ka gudgan kisne rok t co lxaycl6max,2
khiladisarpita shubhankarbhus1 wow ye nahi pata tha ki hf ki opening g3 se achi thi vese bhi hf series gol t co i9cngiddik,0
shivamprateek1 aaj bej bhi dunga bhai thanks to you bro,0
mamataofficial taofficial didi aap jai shri ram se itna gussa hyu ho bhagwan ka nam lenepar aap arrest order dete t co 7h8dvyzvsu,2
prannoyroyndtv don't feel so good about it log raveesh ki roni surat dekhne ke liye ndtv se chipke hue the t co zlecludfac,2
sherryontopp cricket khel nahi sakte comedy ke judge ban nahi sakte chunav jeet nahi sakte rahul jeet nahi sakt t co l2vh6dhjjq,1
pretty shanaya aap bilkul achchi nahi ho kitna likhogi kuchh hume bhi send karo jo hum khud tweet ka t co dthvvf4ptr,1
rt suriyafans club massive response for podhachalum song suriya offl ' s body language mannerisms just nailed it ngkfire,0
rt commoninsaan hathwalathakur prince khanji malala she is not bad bro atleast gaddar toh nahin hai na jaise humhare desh mein hai,0
narendramodi thank you very much for distributing ministry to right candidates especially defence home finance bharat mata ki jai,0
kungfupandyax bro delete kar do ye chutiyappa inhi cancerous cheezo ke kaaran maine nahi banaya account,1
juhi15 pait kharab hone ka symptoms hain,2
bhavnalimbachia ah thanks bhav it was a superb ep so glad to be in it xx,0
dianaamran very very appreciate it nice one tq,0
aajtak kumarvikrants 5 yr jrurat hi kya h ye election to gya jin state me congress aaye unke hi vada pure nhi ki t co vqcfrrejy9,2
happy birthday nikhil i love you my cutipi god bless you lost of love actor nikhil or meri birthday 4 jun k t co 7a3ikg3sjj,0
rt manishp05090406 amitshah sir jeet ke lye bahut bahut badhyi lekin jo soorat me huaa usme app ne dekha hoga ki fire,0
chintskap sirjahan pe savera wahin pe basera stay blessed pray to god to see you home soon,0
opindia com sare congressiyo ki yahi kahani hai power me aate hi loot chori shuru just pathetic human ke naam pe keede,1
india is not a ' dharamshala ' for illegal immigrants they should be identified and deported bjp chief amit shah t co grcq2zsynb,1
iamspeaks chokidar kal bhi chor tha aaj bhi chor he aur kal bhi chor hi rahega bol ye feku hacking kar ke aa gaya t co 0tnwvcfey0,1
move oo7 tinkerbell9958 vrna license bs naam ka hi hoga milna to whi h jo bina license wale de rhe h,1
happy birthday komal coolest girl here ek dam balanced person jo mutli fandom me rehna ache se janti hai only s t co tna8nuwj8s,0
bahut bahut vadiyaan ji diljitdosanjh ji front cover vogue magazine ji swag stylish fashion icon esquiste look so t co shhk1prjxt,0
news24tvchannel gauravbh manakgupta ye 15 minute wala fir bhonka isko pata nahi hai 15 second me hi kaam tama t co vsl5uiikpw,1
sakshi 995 what a joke sharam nahi ati just bc we are hindu and follow the rules doesn t mean the world has t co sihc04qkfs,1
vinodkapri en police wale bhe apne aukat kamjoor musalman aur dalit per he dekhate hai per na jane enko bhagwa gu t co zo7zyl3rxn,2
sardanarohit sir aap bahut hi achi se apni baat rakhte hai and apka har point crystal clear to understand and log t co 8dokpcnhjc,0
sushmaswaraj lakin aaj is isthiti main wo khud besahara ho gaye hain aapse request hain is player and trainer ki t co v3gurvm8gz,0
amazingart by krane awtz thank you for this creative expression t co t7itlt9izx,0
nyaikae o kwe ba go phasa ka di 52 ba re it's not that difficult,2
acha lg rha mgr phr bhii acha nhe lgta t co e62jfjpwym,2
rt mraaximofficial student mam bachy kesy paida hoty hain mam parri ati h asman s ur bachy ko maa ki goad my rkh kr chali jati,0
priyankachopra unicef unicefethiopia nepal ki tarafa vi aap ka dhan jana chiya great work sulete kartahu aap ko,0
sabkaakatega doc 7 hum sala kitana bhi achha tweet kare koi sala like tak nahi dete aur aise bhs ree ki londiy t co 2nd9k1ss3n,1
theskindoctor13 moronhumor wish you a very very happy birthday theskindoctor13 aese ulte kaam karte rahiye achha lagta hai,0
happy birthday soratohoshi hope you have an amazing day this is the midnight swan wings it was based on the t co jrxg15ani3,0
exsecular ye to sab chahte he congress rahe au rahul gandhi inhe yun hi entertain karte rahe ye congress ke voter t co mmuzjbumvk,2
rt the genius17 world wide ye nara hai world cup hamara hai jeet ki teyari hai india sab pe bhaari hai best of luck king's wo,0
sherryontopp sale suar resing gand me nahi tha dum to kyu bhok raha tha awara kutte ki tarah,1
last friday of ramzan may allah bless us with all his rehmat through out the year and life ramadankareem,0
modiji's dynamite cabinet already at work from the first hour jai jawan jai kisan scheme launched education fo t co xuiobbmsld,0
thursdaymorning good morning sohne satguru gurmeetramrahim g thanks for giving this beautiful day bless this d t co qosmndjst1,0
ruko isko mai reply deta hun abhi gayab ho jayegi t co 9gcwphhitk,2
congres aur mehangi ka rishta bahut purana hai modi ji aap aaopanjab mai water electricity kai rate phir badha diye hai,2
rt zeetv faiz apni maa ko karenge apna semi final performance dedicate stay tuned for srgmplilchamps sat sun 9 pm singer shaan,2
mitesh engr happy birthday mitesh bhai bhagwan mtm screenshot increase karta rhe wish you good day ahead,0
narendramodi hardik subhkamnaye mananiye modi ji umeed hain ki nischit hi desh k jan abhilashao ko purn t co 1xvo1yvmzk,0
reallyswara agar thoda sa dimaag ya general awareness ho to ye pata hota ki waha officeofknath ki govt hai unhe t co cknloibsza,2
imvkohli hkane oppornent ko apna wicket mat dena last tak khalna sab ko marne ki jarurat nahi chun chun k marn t co qqxnipyqzo,2
republic mardo se kya dushmani hai be ab kya tere free ke chakkar me gender change karva le ghunghruseth,2
rt shaik hussam evm ki rigging nahi hui hindu mind ki rigging ho chuki hai ' aimim national chief asadowaisi ne kiu kaha syedasimwaq,1
rt thefasaadi faisal qureshi react my meme 3 sed react for fasaadi jani t co intp7rj3mz,2
mahomahussain amiiiiin ya rabbi al'amin jazzarkhallahu khair for the dua may allah bless you with all good thin t co cwqhpd6n62,2
being monti nice bro fantastic was in mumbai for 20 days haan bhai tu v khayal rakhna apna sab thee t co nvdhpt4gf7,0
maryamnsharif haram khila kar hamey khud jail chaley jatey ho kitney mahaan ho tum baba hamarey itna zaleel ho t co gsfn75wnq5,1
smritiirani bjp4amethi nitin gadkari day 1 kaam chalu salute hai poore bjp4india ko,2
zuzenean emango ditu hirukak biharko udal hauteskundeen emaitzak hona hemen aurretiazko gako batzuk t co jo8rpom6pq,2
cryptobaba dhruv rathee kunalkamra88 baba location purana hain naya location pm ka ghar gujarat hain sorry wo t co vyf2ganphu,2
imfaraz333 nsdeshbhakt askanshul thebharatarmy hum facts wale bnde h aasmani kitabe nahi padhte,2
sardanarohit arey yaar kaisa journalist hai yeh abhiviyakti ki azadi ka matlab hai tumhe azadi hai bjp ka propogan t co cplmrmz64y,2
narendramodi my father big fan of ur pm modi ji isliye apke sapath grahan 26 05 2014 or now 30 05 2019 ke subh aw t co tee332tpam,2
shahid siddiqui ye khy faltugiri h kutte jarur congress rahigi desh me ye hi hindu muslim ka firk dijhate h we are india,1
sardanarohit aajtak khalbali to pure india me h aur iske jimmedar tum jaise paid media wale ho kaash iss khalb t co uv9vxg2ync,0
don't a use this kid isay famous krnay wala media h wrna ye to ghr me baitha hwa tha skoon se is ka kya qsoor m t co ggemq9qefy,2
javedlatifmna tu waki kisi hrami aur ghaddar ki aulad hai jo mohsin dawar aur ali wazir ka sath deta pmln kutti league and ppp hrami,1
aj ham military superpower hain economic super power ban rahe hain wo din door nhi jab ham bhi america aur russia ki barabri karenge,0
south africa ma kici b pakistani ka passport gum hony per new ni banta,2
rt crazychic450 pic1ab yeh ameer kaun paida hogaya naak tudwane pic2 mai ameer papaji kahi ameerzada bolke marne to nahi wale pi,2
rubikaliyaquat well done rubika ji in logo ke liye aurat sirf bachche paida karne ki machine hi hai par aap jai t co baos1cza7w,1
abpnewstv ye kya gandu mantri hai yar gandupan shuru ho gaya bhokne walon ka kyse kyse bandaron ko mantri bana t co zq5irgyid9,1
hyu ckie omg im so not cool but thank u eheh ur so cute let's talk more,0
f164705869 anupampkher kisani krna mere desh me sabse alag kaam hai koi bhrosa nahi hai iska ki kitna labh hoga y t co qcfpw3zmry,0
my son told me some people say kahu is not a m ori boy m ori people are only brown,0
umashankarsingh ek hii dil hai modi jii kitni baar jitoge t co hsdhmctdrp,2
swamigeetika narendramodi naveen odisha bangal ka durvago hai humara waisa eak cm mila by fluke jo political eth t co 5qkhlvi8gf,2
smritiirani manakgupta congratulations mam aapki jeet ne 5 salon me jitna apko r modi ji ko kosha gya hai uska da t co zucy1dzicx,2
aaltu faltu bahut se bollywood bhojpuri cine actors neta ban gaye sirf fan followings k dum par hai smritiirani t co umczmljlnh,1
paksarfrazbugti what a win for you and these trolls appreciating you you can't come near leave alone with equal t co 6xxg5zqqrr,2
rt saadi cheese sard raat uski yaad aur islamabad t co ggjs2rtkpk,2
maryamnsharif tera kutty gadaar baap pori harami family ko public k pesay pe world tours karwata raha salo sharam t co hkkcjt1eip,1
talleke1970 tamaraostach ja laat het mikken dus maar aan ons over,2
kamaalrkhan nice hrithik will always be superstar but i am not sure if super 30,0
lambaalka jo log honhar hote hai sawal unhi se to kiye ja sakte hai aur desh ki media ye bakhub hi janti hai wo s t co kh10tvfs7v,2
anilyzethis arora niki shame sachhi objective journalism ki tou maut hi ho gayi hai,2
rssurjewala lol lol people lost faith in chor kyonki khandan hi chor hai bhoshri wale sab bail pe hai,1
necro feel ya hes a good boy hai t co ty9l6xzyi7,2
thoda sa aukaat dekh lena chahiye apna kunalkamra88 tujhse to reallyswara ka kuch ho nahi sakta bc fuc king t co vxwelisadp,1
i love to read and watch interviews thats how you do good research on your favs t co ljrulombrv,0
fellas if you're planning on dming eid mubarak to every girl you know user this website so it doesn't put them al t co oyg4otfcgt,2
rahulgandhi congress sarkar ne 70 salo me bahut kam kiya hai 1 atankwad 2 pariwarwad 3 jatiwadi 4 dharmwad 5 ga t co 9ccipac3np,1
rt foopnetree pehli baar aapke business ke liye ek social media platform free mein apna business network aur customer badhaye please,2
mhagadhbandhan bhi barabri bhi nahi kr pa raha hai bjp ki werdict2019withnews18 t co 5pjp1trnki,2
