text,true_label,predicted_label
70 bunny hoon travel time hi nahi milta adventure nahi i m peace loving dance itna nahi ata tp ke liye ata hai t co vb1wqewppb,Neutral,Positive
rt muhamma28871710 oneof2billions ye hi to ha wo apnapn sir jo pore pakistan k mohb islam pakistan mohson e pakistan drabdulqadeerkh,Negative,Neutral
amitshah narendramodi congrats and welcome amitbhai ab ghar ke cockroaches ko saaf karo ham sab aapke saath hai bharat mata ki jai,Neutral,Positive
hath tu laga kar dakho khuda ki kasm zia ki tarha tumhri lash b nhi milay long bott ko hi dafna na para ga body nh t co ai7kj1zqef,Negative,Positive
i've fallen in love zabardast i like the first off all the express delivery very next day br second thing the pac t co p3k1p4qz6u,Neutral,Positive
rt niilexis agya koo would have performed that song better t co ksmootguca,Positive,Neutral
saru81589968 lillymarypinto rahulgandhi sabka saath ho gayavikas ho gaya no appeasement ho gaya ab vishwas ho t co j90alg4aai,Positive,Neutral
rt kiraaksalmaniac best for twitter header 15daystobharat bharat kirraak tco xufbu5zinw,Positive,Neutral
rssurjewala america ne ek trf iran s dosti tudwadi aur ab humse import krne ko b tayar nhi dotarfa mar pad rhi h t co vys8w0t74j,Positive,Negative
ham tu ak ayena ha tu dikhaya gya dagh chahru ka jis ku bura laga samna sa hat jay we love pak army t co plh8tca0f9,Neutral,Positive
aajtak ab next election me gandhi ko kosker bjp jeetegi rss ka agenda hi hy gandhi ko necha dekhane ka,Negative,Neutral
ha ha i love it thanks a muse rt ponettplus the explanation for why he man has a tiger is one of the funnie t co gzxpvqn8gs,Neutral,Positive
nirhua dinesh lal yadov ko koi na koi mantri pad milna chahia bande ne bahut mehanat ki thi azamgarh me akhies t co g94gkigel6,Positive,Neutral
news18up tumhaare pass or koi news nhi h kya jo esi faaltu chize dikha rhe ho desh ki security ke liye jo jroori h t co tkbikdttct,Negative,Neutral
km779549 ye fake video h lekin ghost to hote h qki mere dost sare h meri ankho k smne to bhooto pr yakeen h hme,Positive,Neutral
sachin rt assalamo alaikum bhai ramadan mubarak aap ka 1 bhai pareshan hai eid saamne hai mea apne pita ji ki tabi t co jrrr46scpo,Neutral,Positive
asadowaisi you are only speak you have not capable to do anything bharat mata ki jai vande matram,Positive,Negative
indiatoday question kaahe puchte ho opinion hai kya bc direct bataate kyun nahi,Negative,Neutral
maryamnsharif ary betichod yeh kia mazzaq hay be jail se bahar aik bar bhi koi tabiyat kharab nahin magar andar ja t co x8oocd6dln,Negative,Neutral
blossom 22 zuhaib sheikh mujhey lgta hai rozey ki waja se ap ka dimagh kaam karna band kr gya hai sana,Negative,Neutral
zeenewshindi vivekoberoi kab se celebrity ban gaya flop actor hai wo koi pehchanta bhi nahi,Negative,Neutral
abdal abdullah ssp twitt mai bina moble ke tera bhavishya bata sakta hu tere 100000 sisters banne wali hai aaj sale saab,Negative,Positive
rt tarak9999 just saw ulaganayagan ikamalhaasan sir s vishwaroopam in vishwaroopam2trailer cant wait to share it with you guys at 5pm,Positive,Neutral
narendramodi amitshah bjp4india pmoindia prachand jeet ki hardik subhkamnaye pls rserv 1 lane for ambulance ov t co 02rjufaolt,Neutral,Positive
islam ka dehshat gardi se koi talluq nahi oic kashmir or palestine k awam ka sath day muslim dunya k khilaf mazali t co uihseiptiq,Positive,Negative
rt dr biya mubi 1214 jahan temporary jazbat hote hen wahan shyd ek time ata h k dil bhar jata h lekin jahan permanent muhabbat ho other,Neutral,Positive
rssurjewala abe bebqoof aadmi ye ek crime hai is par sarkar ko bura kahojati se kyo jod raheitna bada election h t co mqfv0ge4gt,Neutral,Negative
dope soul x no need janni tum mujhse jyada funny hai,Positive,Neutral
bhai bramhan aur kshatriya karm se bante hain janm se nahi baaki abhi bhi janm ka aadhar le ke ghum rahe ho t co rkzhivt35z,Neutral,Positive
fake hi fake sab taraf upar se niche tak fake fake ips officer who was a motivational speaker and a social med t co t54bb0list,Negative,Neutral
sushilmodi nitish ne apne cabinet expansion me bjp ko jagah na de kar uske muh pe mast tamacha jad diya hai sahi k t co ix7vap9si4,Neutral,Negative
rubikaliyaquat zara lynching pe bhi debate kar lo q ssrkar bante hi lynching bad jati hai,Negative,Neutral
safiranand afwa bajaar aisi afwa kotak bank ke liye bhi udi thi world ka best investor koi company me invest k t co 5olcgw0rue,Negative,Neutral
sushilmodi bjp ko bhi bihar me chhod dena chahiya ministry post if bjp have some shame amitshah t co cgmz1fzdzk,Neutral,Negative
shannynomusa zibusisoe ungezwa ngaye uzie for all we know laye is part of that twirrer,Positive,Neutral
incindia inckarnataka janatadal s congress party ko kya yah ghoshna nahi kar deni chahiye ki agle kisi bhi t co ipfzmmrwbh,Positive,Neutral
minister edu sir ji namaste meri ek gujarish h aap se please jabab jarur dena meri wife mamta high great thaired t co 5ibjbkjthf,Neutral,Positive
congress opposition ko jab news debate main jaake govt ko pelke hawa nanga karna tha gdp unemployment data pe ye t co vbqgjhoi6v,Negative,Neutral
brajend8285 sardanarohit ravish ka face nahi uska content dekho jo ki aksar janta k real muddo se juda rahta hai t co vgt6rfiofc,Positive,Neutral
rt dipufmishra2 modi ji jindabad t co pj3yxcgh0y,Neutral,Positive
rakeshsinha01 bjp4india secularism ki geet vokne bale kutte ab kahan hai agar a kisi or party k log ho jate to a kutte vok rehe hote,Positive,Negative
pintukumarakki sultan dabangg tiger bhaijaan masterpiece real king of bollywood only big boss anchor fee 300c t co pcmhopu6um,Neutral,Positive
bajwas24 karachi nahi india he inke skootar hi dekhlo,Neutral,Negative
riseofburnol koi momedan yeh kyun nahi sochta ki ramzan k mahine main allah ne hi paigambar bheja hai modi k roop t co 660xq4cibm,Neutral,Positive
hashimsaleem6 tekhi mirchi bhai teri tarbait bol rahi hai tu gsliyan nai de raha teri maa ne jo teri tarbait ki t co arowcdackt,Negative,Neutral
rt rajapaki1 kaabil to buht saray hain pakistan me unko to sarkari idaray pochte he nahi t co od6xcgjukx,Neutral,Negative
sonaman cutekavitarana tajinderbagga atulbegwani5454 smritiirani chyutiye nahi samjhe to galti rahul gandhi ki t co 6waqbmrufu,Negative,Neutral
lambaalka yehi toh rahul gandhi samjha rahe the ki 45 years ki highunemployment aaj hai but people of india cant u t co iz8jjbpeim,Neutral,Negative
karachikhatmal like what laggaye phir haaray aik aur out amir ki swing kyoo nahi hoti matlab kia,Negative,Neutral
nidhichoudhari ab naukri jaane ka darr laga to gaandhiwadi ho gyi sharm aani chahiye tum jaise logo ko kam se t co eokr8flnrv,Neutral,Negative
rt sheelan sumit singh99narendra ashokgehlot51 sachinpilot govinddotasra ashokgehlot51 sachinpilot rajcmo ye sarkar berojgaro ke,Negative,Neutral
zainabsikander mast brain hai aapki einstein pagal hojayenge aapki tweet padhke out of 100 of those who voted t co djb373ue7f,Neutral,Positive
abhisar sharma shivaroor penguinindia swatichopra1 rahulsinghx amd hahahahahaha ab bhul gye abhisar t co ygsgs1cwtu,Positive,Neutral
bcci dineshkarthik rajalarora happy b day dk pls performance me dhayan do,Neutral,Positive
kdpatelboss koi ni ayega bachane na bjp na modi khud ko majboot bnao video bnane se kuch ni hone vala vaise bh t co utcoplz2ue,Neutral,Negative
tarekfatah tarekfatah ki india m itni izat h k agar ye musalman or pakistan ko galiyan dena chor de to india wale t co lvlrn8eocv,Neutral,Negative
socha tha eid pr clear skin ho g perfect makeup hoga bohat piyari lago g lekin kambakht pimple bh eid manane k liy t co mphwgql2bi,Positive,Neutral
yabikikainaaat 9pm k slot pe nk ki trp 1 8 so sad us k stg waly shows ki 3 4 ati thi bhool gaye bacho,Neutral,Negative
approve of this but hours need to be longer at least my company is doing one thing right but we still underpaid t co fsizcdkukq,Negative,Neutral
mudasser pk muskurahat imrankhanpti allah karay is choooor ko allah bhi nhi choray ga insallah chooooor imran choooooor,Negative,Neutral
rahulgandhi jai hind jai jawan m bhi congress hun sir meri tbodi english kamzor hai app chunav lade datt ker t co fzrjfgda3n,Positive,Neutral
so y'all remember the cute boy that followed me on ig bich just liked two old pics i have on my feed im so confusion,Negative,Neutral
erbmjha abhisar sharma hahahahaha bc sonch main dooba hoga aaja abhisar sharma laundey scotch marega bc t co v531vzghh9,Neutral,Negative
nahi sir ji sadhwi pragya kisike tukro pe chal ke chunao nahi jeeti hain jan aadesh ka samman hain sadhwi pragya t co 53w0twyewz,Neutral,Positive
rt arvindk02696397 sarkar ne aaj cabinet baithak me teacher bahali par koi nirnay nahi liya so sad,Negative,Neutral
sudhirchaudhary sir kyu pardhanmantri pad ki garima ka aapmaan kar rhe h jo vyakti desh k dushman ka sath khda ho t co zzscthoasy,Negative,Neutral
rt ashishbhasin1 webchutney kyoorius dentsuaegisin chutney ke cheeton ka haathiyon par hamla wah wah gautxm sidharthrao,Neutral,Negative
erica ke pankhe asking me erica ne kya drame kiye chee chee khud ko erica ke fan bolte ho aur itna bhi nhi pata,Positive,Negative
rt shefalishah thats so sweet of you thanku so much kareena that means a lot to me much love t co cl27od81j4,Neutral,Positive
farhankvirk but maafi toh pak fouj ke sarbra ne he de hai maryam bibi ko jo aaj kul nalaiq na laiq keh kut uchult t co zjr4kwkua3,Neutral,Negative
rt amberknight yt you ever just feel super duper uper lonely cause same,Positive,Neutral
kewal rjd hi nahi sare pratipakshi ko yedi majbut hona hai to jativad tatha parivad bad se alag chalna hoga varna a t co g9kot7ljpm,Negative,Neutral
rt syedasimwaqar myogiadityanath ki sarkar me uppsc ne record bana diya khule aam exam ke parche bazaar me bik rahe hai lekin kamal i,Neutral,Positive
congress to usi din amethi haar gyi this jab usne ek aisi mahila ko campaign ka leader bnaya tha jise bharat k poor t co hm0hhiw1fp,Negative,Neutral
jayvijaysachan airtelindia airtel presence reliancejio jiocare ka bhi yahi haal ha mat port karwa bhai network hi nahi aate iske bhi,Neutral,Negative
disneyfilmindia armaanmalik22 ye pakistan me jayada chalega hamare hindurastra desh me nahi samjha jihaadi,Negative,Neutral
srbachchan sir ji yeh baccha sab ko heela dheyghi phele andhadhun what a film abi yeh article 15 trailer a t co 3tl5apjb0e,Positive,Neutral
cricketaakash sir ye icc ke jyadatar events england me hi kyu hote hai jabki ye fix hota hai ki har dusra match t co hpnkmbtzex,Negative,Neutral
anti hindu anti national or inka bas chale to kanahiya ki tarah ye pakistani hafij ko bhi india ka 1st nagrik b t co 4qc62vn9dm,Negative,Neutral
good luck tryna get me to give a fuck now,Positive,Negative
desh mai karib 20 crore muzlims hai and incindia ko pure desh mai sirf 12 crore votes mile matlab wanha bhi vo t co 6lesadfzpw,Neutral,Negative
smuk25 indianexpress it's not vishwas that u guys want its modiji that u dont want even if god comes and tel t co f457nj05da,Negative,Neutral
rt ummmeeeeeh that person is why we can't have good things t co lkpb3jcfgn,Negative,Neutral
rt naveenverma1989 ani jitendram18 mamataofficial kitno pe action logi so chanting jai shree ram is criminal your karma will teach,Neutral,Negative
rt nashirk88363112 yadavdimples yadavakhilesh evm jb tk h bjp ko harane wala koi nhi h,Negative,Neutral
ye badhiya kiya kuch log kafi khush ho rahe the p t co bkxdd6oxud,Positive,Neutral
